Date,Open,High,Low,Close,Adj Close,Volume,SMA,MACD,RSI,ADX,R%,ADI,AI,CCI
1993-03-29,44.9375,45.3125,44.9375,45.09375,26.230836868286133,87100,45.145089285714285,0.12861468543235333,53.60081638479482,11.672463852477884,-58.53658536585366,3371848.493271436,-57.14285714285715,-9.949731322585198
1993-03-30,45.15625,45.21875,45.09375,45.21875,26.30354118347168,56000,45.111607142857146,0.13403852629058122,55.577892007146694,11.121276215730846,-48.78048780487805,3427848.493271436,-50.0,24.781403284280884
1993-03-31,45.34375,45.46875,45.1875,45.1875,26.285354614257812,111600,45.08482142857143,0.13426759219044726,54.947536056993826,10.700120332990492,-33.333333333333336,3316248.493271436,-35.714285714285715,90.6525573192219
1993-04-01,45.25,45.25,44.9375,45.03125,26.194459915161133,129500,45.080357142857146,0.12045255730070181,51.784952174619676,10.215369307908022,-50.0,3264448.493271436,-35.71428571428571,-9.318996415771913
1993-04-02,44.65625,44.65625,44.09375,44.09375,25.649126052856445,59400,44.99330357142857,0.0334698085147096,37.74680097736105,11.411936892364691,-100.0,3205048.493271436,-92.85714285714286,-247.05882352940728
1993-04-05,44.4375,44.4375,44.1875,44.3125,25.77638053894043,172200,44.921875,-0.017610348608378956,41.716977959778426,12.523035363645883,-84.44444444444444,3205048.493271436,-78.57142857142858,-175.1788582274771
1993-04-06,44.40625,44.40625,44.0625,44.1875,25.703655242919922,129700,44.861607142857146,-0.06740123696853573,40.141583447890156,13.761302821484886,-91.30434782608695,3169675.765998709,-78.57142857142857,-151.73410404624178
1993-04-07,44.25,44.34375,44.15625,44.34375,25.794553756713867,28000,44.792410714285715,-0.09317869950748303,43.0373361828931,14.911122603763959,-80.0,3197675.765998709,-21.42857142857143,-111.214953271028
1993-04-08,44.53125,44.53125,44.09375,44.28125,25.758182525634766,180800,44.738839285714285,-0.11729860663050573,42.158781147492455,15.381120209101962,-84.44444444444444,3171847.1945701377,-21.42857142857143,-88.28043974279295
1993-04-12,44.71875,44.9375,44.65625,44.90625,26.121746063232422,348500,44.747767857142854,-0.0850016836456291,52.582976893654866,14.683328705227009,-40.0,3442902.750125693,-21.428571428571438,13.9755068436763
1993-04-13,44.875,45.15625,44.84375,45.0,26.17627716064453,146100,44.75669642857143,-0.05125051397206448,53.92435882451612,13.765127201270882,-33.333333333333336,3442902.750125693,-21.428571428571423,43.710215216732735
1993-04-14,45.03125,45.0625,44.90625,44.9375,26.139923095703125,119600,44.761160714285715,-0.029208993413320172,52.850951869970686,12.912511519025909,-37.77777777777778,3371142.750125693,-21.42857142857143,35.427210479309785
1993-04-15,44.90625,45.03125,44.75,44.9375,26.139923095703125,148600,44.745535714285715,-0.011607129802754912,52.850951869970686,12.260669624094973,-37.77777777777778,3420676.0834590266,-21.428571428571427,26.796986357158033
1993-04-16,44.96875,45.03125,44.875,44.9375,26.139923095703125,47900,44.747767857142854,0.0023157790636787468,52.850951869970686,11.655387864516252,-37.77777777777778,3411096.0834590266,-21.42857142857143,35.36872251201613
1993-04-19,44.9375,45.0625,44.71875,44.75,26.030864715576172,157000,44.723214285714285,-0.0017596146058025397,49.1826375995438,11.506437334978022,-51.111111111111114,3282641.5380044812,-21.428571428571427,19.835943325875352
1993-04-20,44.6875,44.75,44.25,44.53125,25.903627395629883,279500,44.674107142857146,-0.02238267671601335,45.23765343810601,12.418533130550953,-66.66666666666667,3317579.0380044812,-14.285714285714285,-38.27886710239574
1993-04-21,44.625,44.625,44.375,44.5,25.885438919067383,67900,44.625,-0.040778150714430694,44.68621923066545,13.265479226440105,-63.1578947368421,3317579.0380044812,-7.142857142857142,-31.666666666665854
1993-04-22,44.3125,44.6875,43.9375,43.9375,25.558231353759766,97700,44.546875,-0.09959764571928531,36.145331153704596,14.861526523295241,-100.0,3219879.0380044812,-50.0,-89.74358974358974
1993-04-23,43.84375,43.96875,43.6875,43.75,25.44916534423828,106000,44.52232142857143,-0.15950354470349737,33.82459657602614,16.731481180163502,-95.74468085106383,3160990.1491155922,-57.142857142857146,-154.77933022843172
1993-04-26,43.78125,43.9375,43.28125,43.40625,25.249208450317383,62600,44.457589285714285,-0.23204231405348708,30.019211086005285,19.009511115782026,-93.33333333333333,3122237.768163211,-64.28571428571428,-170.02480442663645
1993-04-27,43.34375,43.875,43.34375,43.875,25.521867752075195,156800,44.435267857142854,-0.24883716395385846,39.94173337777383,21.124824627427795,-68.33333333333333,3279037.768163211,-64.28571428571429,-121.4004451292592
1993-04-28,43.8125,43.90625,43.71875,43.78125,25.46734619140625,85900,44.395089285714285,-0.2666384034603766,38.75809152759463,22.968617688163203,-73.33333333333333,3250404.4348298777,-64.28571428571428,-90.55216643203494
1993-04-29,43.875,43.96875,43.625,43.96875,25.5764102935791,85000,44.372767857142854,-0.2625893642878694,42.432484242949286,24.814707322248633,-63.333333333333336,3335404.4348298777,-64.28571428571428,-72.34042553191485
1993-04-30,44.125,44.28125,44.03125,44.03125,25.612773895263672,88500,44.310267857142854,-0.25143881377621824,43.64621778285011,25.331848111628,-60.0,3246904.4348298777,-64.28571428571429,-30.68122724909046
1993-05-03,44.09375,44.3125,43.90625,44.3125,25.77638053894043,80500,44.261160714285715,-0.21740133045481969,48.87036879158837,26.036599863130608,-42.10526315789474,3327404.4348298777,-57.14285714285715,-15.150024594196685
1993-05-04,44.40625,44.625,44.34375,44.46875,25.86727523803711,149100,44.22767857142857,-0.17579189103828696,51.557162981269435,25.621309091586365,-33.333333333333336,3310837.768163211,-50.0,40.59620596205823
1993-05-05,44.46875,44.75,44.46875,44.59375,25.939987182617188,109000,44.203125,-0.13121706652631815,53.655312199222394,24.84459012709267,-26.31578947368421,3298726.6570521,-42.85714285714286,69.90553306342773
1993-05-06,44.53125,44.5625,44.40625,44.4375,25.84909439086914,54700,44.167410714285715,-0.10726280724741599,50.699317753416395,24.269109702320804,-35.08771929824562,3265906.6570521,-35.71428571428571,57.61689291101198
1993-05-07,44.46875,44.46875,44.28125,44.34375,25.794553756713867,68000,44.138392857142854,-0.09475148949616852,48.95655732009027,24.026138859650974,-27.659574468085108,3243239.9903854337,49.99999999999999,47.863247863249576
1993-05-10,44.40625,44.6875,44.40625,44.4375,25.84909439086914,113900,44.13169642857143,-0.07639075348597402,50.77866342047085,23.070292006358844,-21.27659574468085,3154651.1014965447,50.0,80.4368471035149
1993-05-11,44.4375,44.625,44.3125,44.625,25.958131790161133,42600,44.140625,-0.04617774660065521,54.29290792965001,22.422520133497123,-8.51063829787234,3197251.1014965447,78.57142857142857,82.08037825059164
1993-05-12,44.4375,44.59375,44.4375,44.5625,25.921791076660156,31000,44.185267857142854,-0.02696610021926915,52.93617441404066,21.82101768012552,-12.76595744680851,3215851.1014965447,78.57142857142858,73.75745526838983
1993-05-13,44.375,44.375,44.0,44.03125,25.612773895263672,129100,44.205357142857146,-0.05398585191227312,43.081433605679855,22.300496769250493,-48.93617021276596,3108267.768163211,78.57142857142857,-14.536340852129415
1993-05-14,44.03125,44.15625,43.96875,44.0,25.594575881958008,63500,44.247767857142854,-0.07703282714852122,42.57929126342541,22.811230546465005,-53.333333333333336,3065934.4348298777,64.28571428571428,-49.572649572648274
1993-05-17,44.125,44.15625,43.9375,44.15625,25.68548011779785,34000,44.267857142857146,-0.0817473196880556,45.970263503582004,23.354170870627616,-52.77777777777778,3099934.4348298777,64.28571428571429,-51.38004246284354
1993-05-18,44.1875,44.21875,43.96875,44.125,25.667308807373047,105200,44.292410714285715,-0.0870022945302722,45.392888229366356,23.592653526330825,-55.55555555555556,3126234.4348298777,57.14285714285715,-56.84210526315726
1993-05-19,44.125,45.03125,43.84375,45.03125,26.194459915161133,50200,44.36830357142857,-0.01783451362853583,60.77782059791588,22.583122574184188,-0.0,3176434.4348298777,21.42857142857143,99.03536977491882
1993-05-20,45.03125,45.15625,44.9375,45.15625,26.267169952392578,98200,44.448660714285715,0.046531519996804604,62.35332522724655,21.937650350451637,-0.0,3274634.4348298777,28.57142857142857,202.266922094511
1993-05-21,45.1875,45.25,44.71875,44.75,26.030864715576172,221400,44.479910714285715,0.06402306748107378,54.66758199762648,20.702368184887092,-35.55555555555556,3079281.4936534073,28.57142857142857,131.10588235294273
1993-05-24,44.84375,45.09375,44.84375,44.9375,26.139923095703125,30500,44.513392857142854,0.0919549287011634,57.284580701730626,19.55532045972001,-22.22222222222222,3071656.4936534073,28.57142857142857,121.15384615384771
1993-05-25,45.125,45.125,45.03125,45.03125,26.194459915161133,191800,44.544642857142854,0.12026957861774434,58.572354435174866,18.577550248590093,-15.555555555555555,2879856.4936534073,28.57142857142857,124.29420505200582
1993-05-26,45.15625,45.625,45.125,45.59375,26.521669387817383,102400,44.627232142857146,0.18595462252825,65.32673545248761,18.886469800172723,-1.7543859649122806,2969456.4936534073,57.142857142857146,158.47222222222157
1993-05-27,45.65625,45.65625,45.375,45.4375,26.430763244628906,53800,44.705357142857146,0.22283373530681416,62.288740581652384,19.239597165716965,-12.068965517241379,2939567.6047645183,57.142857142857146,131.65803108808336
1993-05-28,45.40625,45.40625,45.0,45.21875,26.30354118347168,79100,44.761160714285715,0.23173806884777548,58.207539079378954,18.377044854168663,-24.137931034482758,2945652.220149134,57.14285714285714,73.2650739476673
1993-06-01,45.375,45.8125,45.3125,45.65625,26.558027267456055,28300,44.83482142857143,0.27097379377191544,63.37597606949055,18.4760335318781,-7.936507936507937,2956264.720149134,78.57142857142857,111.30630630630652
1993-06-02,45.53125,45.75,45.34375,45.59375,26.521669387817383,20300,44.908482142857146,0.29364025866949817,62.192696646211864,18.56795158975115,-11.11111111111111,2960949.3355337493,78.57142857142858,93.8239159001313
1993-06-03,45.5,45.5,45.34375,45.4375,26.430763244628906,21600,45.00892857142857,0.2955881698152396,59.216053298014415,18.65330407206184,-19.047619047619047,2965269.3355337493,78.57142857142857,68.52207293665954
1993-06-04,45.3125,45.3125,45.09375,45.28125,26.339889526367188,32000,45.10044642857143,0.28128139741016867,56.313471941495884,17.924536091748028,-26.984126984126984,2988126.478390892,64.28571428571428,31.039755351682402
1993-06-07,45.375,45.375,45.125,45.125,26.248998641967773,121400,45.169642857142854,0.25440251421633064,53.48988422408424,17.409995061352568,-34.92063492063492,2866726.478390892,64.28571428571429,16.09195402298801
1993-06-08,45.0,45.0,44.71875,44.71875,26.012697219848633,104500,45.21205357142857,0.1980369787884939,46.90476056675353,16.570486931263613,-55.55555555555556,2762226.478390892,-35.71428571428571,-104.99999999999993
1993-06-09,44.875,45.0625,44.8125,44.875,26.103586196899414,43300,45.200892857142854,0.16408350255542103,49.48084272388648,15.610412243541571,-85.71428571428571,2740576.478390892,-35.71428571428572,-90.15151515151544
1993-06-10,44.84375,44.9375,44.75,44.90625,26.121746063232422,17900,45.183035714285715,0.13810475618985407,50.00331114745314,14.892688479954336,-82.85714285714286,2752509.8117242255,-35.71428571428571,-93.6739659367406
1993-06-11,45.0625,45.15625,44.90625,45.09375,26.230836868286133,647400,45.207589285714285,0.13113445910924781,53.13506691410371,14.08366043529252,-65.71428571428571,3076209.8117242255,-35.714285714285715,-45.3205128205112
1993-06-14,45.15625,45.1875,45.03125,45.03125,26.194459915161133,64200,45.214285714285715,0.11919323536678661,51.966552753384796,13.42285623711669,-71.42857142857143,3012009.8117242255,-35.714285714285715,-40.2945113788486
1993-06-15,45.09375,45.125,44.9375,44.9375,26.139923095703125,142400,45.207589285714285,0.10100061579230868,50.18379556719586,12.504552086815952,-80.0,2869609.8117242255,-35.71428571428572,-63.84514435695634
1993-06-16,44.9375,45.03125,44.8125,45.03125,26.194459915161133,330900,45.167410714285715,0.09307476722776897,51.958671416259804,11.967443712553237,-71.42857142857143,3200509.8117242255,-35.71428571428571,-65.75028636884453
1993-06-17,45.125,45.1875,45.03125,45.1875,26.285354614257812,37400,45.14955357142857,0.0982687631703385,54.84619244480051,11.275269324326084,-57.142857142857146,3237909.8117242255,-35.714285714285715,-3.8588754134537693
1993-06-18,44.84375,44.84375,44.5,44.5,26.068893432617188,58500,45.098214285714285,0.04637495642254663,42.688342070971764,11.783628630794158,-100.0,3179409.8117242255,-92.85714285714286,-149.20634920634993
1993-06-21,44.625,44.625,44.53125,44.59375,26.12383270263672,29300,45.02232142857143,0.01266755847003509,44.49520042126043,12.2556765582288,-92.5,3189176.478390892,-85.71428571428572,-142.0494699646625
1993-06-22,44.65625,44.65625,44.5625,44.625,26.142101287841797,137500,44.953125,-0.01139285369755072,45.116337773745904,12.57900170654498,-87.5,3235009.8117242255,-78.57142857142857,-117.7944862155386
1993-06-23,44.625,44.625,44.21875,44.21875,25.904138565063477,227600,44.86607142857143,-0.06252117828813653,39.005375450883676,13.703971869950152,-100.0,3007409.8117242255,-92.85714285714286,-167.97188755019906
1993-06-24,44.34375,44.8125,44.34375,44.8125,26.251962661743164,243700,44.832589285714285,-0.05450181802961396,49.723844525446154,14.0578068882853,-48.648648648648646,3251109.8117242255,-28.57142857142857,-61.517336079642675
1993-06-25,44.78125,44.90625,44.75,44.78125,26.233654022216797,44800,44.808035714285715,-0.05009061762159206,49.23346460610911,14.055852394173646,-41.935483870967744,3224229.8117242255,-28.57142857142857,-2.1680216802137218
1993-06-28,45.0,45.28125,44.9375,45.28125,26.526573181152344,439900,44.848214285714285,-0.006177675790567605,56.60724019705115,13.221140677688846,-0.0,3664129.8117242255,21.42857142857143,105.59610705595985
1993-06-29,45.21875,45.21875,45.0,45.0625,26.398418426513672,207500,44.861607142857146,0.010847309128784843,52.98147890357455,12.446051226667246,-20.58823529411765,3575201.240295654,21.42857142857143,73.69636963696352
1993-06-30,45.125,45.21875,45.0,45.0625,26.398418426513672,437600,44.872767857142854,0.024062356468697033,52.98147890357454,11.726325307861474,-20.58823529411765,3387658.383152797,21.428571428571416,64.40520446096735
1993-07-01,45.125,45.125,44.875,44.9375,26.32518196105957,605700,44.861607142857146,0.02417030117695873,50.82409135725092,11.132550905621772,-32.35294117647059,3084808.383152797,21.42857142857143,33.17535545023587
1993-07-02,44.78125,44.8125,44.53125,44.6875,26.17873764038086,285400,44.83705357142857,0.004036408271154812,46.726036969842596,11.570033253722556,-55.88235294117647,3116519.494263908,21.42857142857143,-48.3835005574145
1993-07-06,44.625,44.75,44.15625,44.21875,25.904138565063477,246400,44.785714285714285,-0.04917717059545623,40.18355666386716,12.82804602350337,-94.44444444444444,2921993.178474434,21.428571428571438,-116.20227038183755
1993-07-07,44.1875,44.40625,44.1875,44.34375,25.977367401123047,343700,44.736607142857146,-0.08033678742147998,42.49581494975935,13.996200738299839,-83.33333333333333,3069293.178474434,21.428571428571423,-113.18407960198991
1993-07-08,44.375,44.9375,44.3125,44.84375,26.27027702331543,248200,44.71205357142857,-0.06394803379604497,50.70440465482343,13.31430326397637,-38.888888888888886,3243033.178474434,21.42857142857143,-5.552911312073452
1993-07-09,44.84375,44.96875,44.75,44.96875,26.3435001373291,378200,44.745535714285715,-0.0404075797157617,52.52882039804409,12.591711069216373,-27.77777777777778,3621233.178474434,21.428571428571427,45.81039755351661
1993-07-12,44.90625,44.96875,44.84375,44.9375,26.32518196105957,373700,44.770089285714285,-0.023996596265789094,52.01057903127587,11.92073260265352,-30.555555555555557,3808083.178474434,21.42857142857143,44.58598726114454
1993-07-13,44.96875,45.09375,44.65625,44.90625,26.306875228881836,389600,44.79017857142857,-0.013358400158075767,51.46378865024312,11.82986401998558,-33.333333333333336,3863740.321331577,21.428571428571427,30.707445165275757
1993-07-14,44.9375,45.1875,44.90625,45.0625,26.398418426513672,617300,44.85044642857143,0.007592988817002322,54.06416087792739,11.430971113854438,-19.444444444444443,3932329.210220466,-35.71428571428571,71.77640603566591
1993-07-15,45.03125,45.03125,44.78125,44.875,26.28858757019043,443800,44.854910714285715,0.008964099964799743,50.5633291516936,11.422545717632184,-36.111111111111114,3821379.210220466,-35.714285714285715,16.867469879516854
1993-07-16,44.90625,44.9375,44.6875,44.75,26.215349197387695,216400,44.85267857142857,-3.533261131138943e-05,48.31709014288292,11.679714769466488,-47.22222222222222,3713179.210220466,-35.71428571428571,-18.22125813449092
1993-07-19,44.75,44.75,44.59375,44.71875,26.19705581665039,188200,44.8125,-0.009578644941747427,47.74602946293682,12.18016640040163,-47.05882352941177,3826099.210220466,-28.571428571428573,-43.52059925093643
1993-07-20,44.6875,44.84375,44.46875,44.84375,26.27027702331543,68500,44.796875,-0.006974930728375739,50.2775346145963,12.983425379681405,-35.294117647058826,3894599.210220466,-21.428571428571427,-24.7091857200158
1993-07-21,44.78125,44.8125,44.65625,44.8125,26.251962661743164,142700,44.779017857142854,-0.0073483747979068426,49.63019793072084,13.72930871758405,-36.36363636363637,4037299.210220466,42.85714285714286,0.0
1993-07-22,44.75,44.8125,44.5,44.5,26.068893432617188,632400,44.747767857142854,-0.032485991948711046,43.586620073366866,14.848095572813037,-66.66666666666667,3404899.210220466,42.857142857142854,-56.862745098041906
1993-07-23,44.59375,44.71875,44.5625,44.71875,26.19705581665039,286200,44.75,-0.034360353056044346,48.329813811641934,15.88696908123995,-45.45454545454545,3691099.210220466,42.85714285714286,-28.943089430895427
1993-07-26,44.84375,45.0625,44.84375,44.96875,26.3435001373291,121300,44.80357142857143,-0.015494278675113549,53.17533050772527,15.318917493187993,-21.875,3708427.7816490373,35.71428571428571,88.05704099821905
1993-07-27,45.0,45.03125,44.78125,44.9375,26.32518196105957,92800,44.845982142857146,-0.00302947078492366,52.51241714481669,14.998262781570558,-28.571428571428573,3731627.7816490373,-42.857142857142854,57.95206971677648
1993-07-28,44.84375,44.9375,44.78125,44.84375,26.27027702331543,30800,44.845982142857146,-0.000707704252327801,50.4792845421479,14.700511977925798,-47.82608695652174,3725467.7816490373,-42.85714285714286,15.866666666667333
1993-07-29,44.9375,45.21875,44.875,45.09375,26.41674041748047,331000,44.854910714285715,0.02106242854959106,55.43443173383993,13.993096119111641,-16.666666666666668,3815740.5089217643,35.71428571428571,126.88564476885858
1993-07-30,45.09375,45.09375,44.78125,44.84375,26.27027702331543,75300,44.848214285714285,0.017935752784147496,50.041951407940886,13.011583448080616,-50.0,3770560.5089217643,35.71428571428572,38.103975535169404
1993-08-02,44.90625,45.125,44.90625,44.96875,26.3435001373291,41300,44.85267857142857,0.025253191967529176,52.52849815690303,12.185922750799474,-33.333333333333336,3752860.5089217643,35.71428571428571,82.35294117647047
1993-08-03,45.0625,45.1875,44.84375,45.0,26.36179542541504,81600,44.848214285714285,0.033191320194191576,53.15622077887397,11.41923781760984,-29.166666666666668,3745442.3271035827,35.714285714285715,91.51943462897766
1993-08-04,45.0,45.09375,44.875,45.0,26.36179542541504,434000,44.857142857142854,0.039032402762721574,53.15622077887397,10.707316093933752,-29.166666666666668,3807442.3271035827,35.714285714285715,72.79370432827768
1993-08-05,45.0,45.0,44.84375,44.90625,26.306875228881836,36800,44.86830357142857,0.035685303319127115,50.818218829111714,9.989432043815958,-41.666666666666664,3800082.3271035827,35.71428571428572,29.812606473596887
1993-08-06,45.03125,45.0625,44.90625,44.96875,26.3435001373291,402300,44.886160714285715,0.037642016822644564,52.323738350903255,9.537136911721763,-33.333333333333336,3719622.3271035827,35.71428571428571,56.552574776438135
1993-08-09,45.09375,45.34375,45.0,45.21875,26.489959716796875,828200,44.91294642857143,0.05868910555818729,57.87810691543614,10.300696349743939,-14.814814814814815,3945495.0543763097,85.71428571428572,162.04933586337455
1993-08-10,45.1875,45.21875,45.125,45.1875,26.47164535522461,604900,44.939732142857146,0.0720172906865102,56.98442419581176,11.009715827907389,-18.51851851851852,4147128.387709643,85.71428571428572,134.56561922365785
1993-08-11,45.15625,45.3125,45.15625,45.1875,26.47164535522461,542200,44.988839285714285,0.08163889110686284,56.98442419581176,12.023325626711115,-20.0,3821808.387709643,78.57142857142857,148.20143884892033
1993-08-12,45.3125,45.3125,44.90625,45.0625,26.398418426513672,303700,45.013392857142854,0.07827531432955936,53.175437362620976,11.606563234722682,-50.0,3751723.7723250277,57.14285714285714,54.012345679014686
1993-08-13,45.09375,45.15625,45.09375,45.125,26.43503189086914,103500,45.02455357142857,0.0797337619903189,54.802203983395486,11.219569585019135,-38.888888888888886,3751723.7723250277,57.142857142857146,64.61538461538406
1993-08-16,45.15625,45.5,45.15625,45.375,26.58148765563965,241800,45.05580357142857,0.0999107934967185,60.685832938630334,12.16650542612703,-17.391304347826086,3817669.2268704823,92.85714285714286,169.57494407158939
1993-08-17,45.34375,45.53125,45.34375,45.53125,26.673023223876953,369300,45.104910714285715,0.12704481198753115,63.85295981299343,13.146831924763337,-0.0,4186969.2268704823,85.71428571428572,191.0514541387
1993-08-18,45.6875,45.875,45.65625,45.78125,26.81948471069336,414300,45.154017857142854,0.1667988742012696,68.25893941936434,15.018288471745949,-8.571428571428571,4246154.941156196,92.85714285714286,233.333333333332
1993-08-19,45.8125,45.8125,45.71875,45.78125,26.81948471069336,28500,45.220982142857146,0.19604437736929015,68.25893941936434,16.75606955108695,-9.090909090909092,4255654.941156196,64.28571428571429,173.975581200868
