,Date,Open,High,Low,Close,Adj Close,Volume,SMA,MACD,RSI,ADX,R%,ADI,AI,CCI,Buy
25,1993-03-08,44.84375,45.75,44.84375,45.75,26.487455368041992,50800,44.32366071428572,0.2525468073008596,70.00938724102093,0.0,-0.0,2747182.4870554293,85.71428571428572,141.24920331421274,0.0
26,1993-03-09,45.65625,45.6875,45.5,45.59375,26.39701271057129,169300,44.47767857142857,0.3051596723539447,66.82749074277766,0.0,-5.319148936170213,2747182.4870554293,85.71428571428572,132.53738543174126,0.0
27,1993-03-10,45.59375,45.6875,45.40625,45.6875,26.45127487182617,194400,44.640625,0.3503816073972032,67.77388830712168,15.87784667831941,-2.5974025974025974,2941582.4870554293,78.57142857142857,112.8844555278476,0.0
28,1993-03-11,45.71875,45.84375,45.5,45.5625,26.378910064697266,70900,44.783482142857146,0.3718474356231454,65.106754780702,16.860584660092947,-11.842105263157896,2896464.305237248,64.28571428571428,104.04823428079187,0.0
29,1993-03-12,45.1875,45.21875,44.8125,45.09375,26.107515335083008,643600,44.88169642857143,0.3470346522033196,56.17846680684889,15.96953297094296,-31.57894736842105,3144002.766775709,64.28571428571429,27.29044834307925,0.0
30,1993-03-15,45.0625,45.3125,45.0625,45.3125,26.23414802551269,310800,44.99776785714285,0.3410897688720808,59.00384586950175,15.332047451425808,-25.0,3454802.766775709,57.14285714285715,43.74286180453517,0.0
31,1993-03-16,45.3125,45.4375,45.3125,45.3125,26.23414802551269,30800,45.07366071428572,0.3325450338533429,59.00384586950174,14.995038397602524,-30.90909090909091,3424002.766775709,35.71428571428571,55.38916620447377,0.0
32,1993-03-17,45.25,45.25,44.96875,45.03125,26.07134056091309,21800,45.12276785714285,0.2996248564585642,53.82876211349808,13.972543032306076,-49.0566037735849,3411891.655664598,35.714285714285715,-1.9658673579609576,0.0
33,1993-03-18,45.21875,45.5,45.21875,45.3125,26.23414802551269,59300,45.1875,0.2928540638391936,57.81346213359087,13.45843239803619,-32.69230769230769,3392124.988997932,35.71428571428571,40.88210347752301,0.0
34,1993-03-19,45.28125,45.28125,45.03125,45.03125,26.194459915161133,66900,45.24107142857143,0.2617760461022058,52.89713319577148,12.55064604358206,-50.98039215686274,3325224.988997932,7.142857142857146,-29.166666666666107,0.0
35,1993-03-22,44.59375,44.875,44.5625,44.78125,26.04903984069824,183400,45.22991071428572,0.2145009490592428,48.91525104261737,12.549803375742744,-82.92682926829268,3398584.988997932,7.142857142857142,-136.06729758149385,0.0
36,1993-03-23,44.90625,44.9375,44.8125,44.875,26.10358619689941,55200,45.21205357142857,0.1824962325833112,50.42240518575937,12.399612244330262,-75.60975609756098,3398584.988997932,7.142857142857142,-88.49206349206268,0.0
37,1993-03-24,44.8125,45.0625,44.59375,44.875,26.10358619689941,37200,45.21205357142857,0.1553415831211566,50.42240518575937,12.67894112831,-75.60975609756098,3406024.988997932,7.142857142857142,-90.73543457497507,0.0
38,1993-03-25,44.90625,45.25,44.84375,45.15625,26.267169952392575,110100,45.24107142857143,0.1547321958431666,55.03775879837401,12.46484971121876,-53.65853658536585,3465309.604382547,-71.42857142857143,-35.36585365853454,0.0
39,1993-03-26,45.125,45.15625,44.875,44.90625,26.121746063232425,101500,45.18080357142857,0.1325484058579249,50.53437856371339,12.266050538205464,-73.17073170731707,3386365.1599381026,-57.142857142857146,-55.79259259259304,0.0
40,1993-03-29,44.9375,45.3125,44.9375,45.09375,26.230836868286133,87100,45.145089285714285,0.1286146854323533,53.60081638479482,11.672463852477884,-58.53658536585366,3371848.493271436,-57.14285714285715,-9.949731322585198,0.0
41,1993-03-30,45.15625,45.21875,45.09375,45.21875,26.30354118347168,56000,45.111607142857146,0.1340385262905812,55.57789200714669,11.121276215730846,-48.78048780487805,3427848.493271436,-50.0,24.781403284280884,0.0
42,1993-03-31,45.34375,45.46875,45.1875,45.1875,26.28535461425781,111600,45.08482142857143,0.1342675921904472,54.94753605699383,10.700120332990492,-33.333333333333336,3316248.493271436,-35.714285714285715,90.6525573192219,0.0
43,1993-04-01,45.25,45.25,44.9375,45.03125,26.194459915161133,129500,45.080357142857146,0.1204525573007018,51.78495217461968,10.215369307908022,-50.0,3264448.493271436,-35.71428571428571,-9.318996415771911,0.0
44,1993-04-02,44.65625,44.65625,44.09375,44.09375,25.649126052856445,59400,44.99330357142857,0.0334698085147096,37.74680097736105,11.411936892364691,-100.0,3205048.493271436,-92.85714285714286,-247.05882352940728,0.0
45,1993-04-05,44.4375,44.4375,44.1875,44.3125,25.77638053894043,172200,44.921875,-0.0176103486083789,41.716977959778426,12.523035363645883,-84.44444444444444,3205048.493271436,-78.57142857142858,-175.1788582274771,0.0
46,1993-04-06,44.40625,44.40625,44.0625,44.1875,25.70365524291992,129700,44.861607142857146,-0.0674012369685357,40.14158344789016,13.761302821484886,-91.30434782608695,3169675.765998709,-78.57142857142857,-151.73410404624178,1.0
47,1993-04-07,44.25,44.34375,44.15625,44.34375,25.794553756713867,28000,44.79241071428572,-0.093178699507483,43.0373361828931,14.91112260376396,-80.0,3197675.765998709,-21.42857142857143,-111.214953271028,1.0
48,1993-04-08,44.53125,44.53125,44.09375,44.28125,25.75818252563477,180800,44.738839285714285,-0.1172986066305057,42.158781147492455,15.381120209101962,-84.44444444444444,3171847.1945701377,-21.42857142857143,-88.28043974279295,1.0
49,1993-04-12,44.71875,44.9375,44.65625,44.90625,26.121746063232425,348500,44.74776785714285,-0.0850016836456291,52.58297689365487,14.683328705227009,-40.0,3442902.750125693,-21.42857142857144,13.9755068436763,0.0
50,1993-04-13,44.875,45.15625,44.84375,45.0,26.17627716064453,146100,44.75669642857143,-0.0512505139720644,53.92435882451612,13.765127201270882,-33.333333333333336,3442902.750125693,-21.428571428571423,43.710215216732735,0.0
51,1993-04-14,45.03125,45.0625,44.90625,44.9375,26.139923095703125,119600,44.76116071428572,-0.0292089934133201,52.850951869970686,12.912511519025909,-37.77777777777778,3371142.750125693,-21.42857142857143,35.427210479309785,0.0
52,1993-04-15,44.90625,45.03125,44.75,44.9375,26.139923095703125,148600,44.74553571428572,-0.0116071298027549,52.850951869970686,12.260669624094971,-37.77777777777778,3420676.083459026,-21.428571428571427,26.796986357158037,0.0
53,1993-04-16,44.96875,45.03125,44.875,44.9375,26.139923095703125,47900,44.74776785714285,0.0023157790636787,52.850951869970686,11.655387864516252,-37.77777777777778,3411096.083459026,-21.42857142857143,35.36872251201613,0.0
54,1993-04-19,44.9375,45.0625,44.71875,44.75,26.03086471557617,157000,44.723214285714285,-0.0017596146058025,49.1826375995438,11.506437334978022,-51.11111111111112,3282641.538004481,-21.428571428571427,19.835943325875352,0.0
55,1993-04-20,44.6875,44.75,44.25,44.53125,25.903627395629883,279500,44.674107142857146,-0.0223826767160133,45.23765343810601,12.418533130550951,-66.66666666666667,3317579.038004481,-14.285714285714285,-38.27886710239574,0.0
56,1993-04-21,44.625,44.625,44.375,44.5,25.885438919067383,67900,44.625,-0.0407781507144306,44.68621923066545,13.265479226440103,-63.1578947368421,3317579.038004481,-7.142857142857142,-31.66666666666585,1.0
57,1993-04-22,44.3125,44.6875,43.9375,43.9375,25.55823135375977,97700,44.546875,-0.0995976457192853,36.1453311537046,14.86152652329524,-100.0,3219879.038004481,-50.0,-89.74358974358974,1.0
58,1993-04-23,43.84375,43.96875,43.6875,43.75,25.44916534423828,106000,44.52232142857143,-0.1595035447034973,33.82459657602614,16.731481180163502,-95.74468085106383,3160990.149115592,-57.142857142857146,-154.77933022843172,1.0
59,1993-04-26,43.78125,43.9375,43.28125,43.40625,25.249208450317383,62600,44.457589285714285,-0.232042314053487,30.019211086005285,19.009511115782026,-93.33333333333331,3122237.768163211,-64.28571428571428,-170.02480442663645,1.0
60,1993-04-27,43.34375,43.875,43.34375,43.875,25.521867752075195,156800,44.43526785714285,-0.2488371639538584,39.94173337777383,21.124824627427795,-68.33333333333333,3279037.768163211,-64.28571428571429,-121.4004451292592,1.0
61,1993-04-28,43.8125,43.90625,43.71875,43.78125,25.46734619140625,85900,44.395089285714285,-0.2666384034603766,38.75809152759463,22.968617688163203,-73.33333333333333,3250404.4348298777,-64.28571428571428,-90.55216643203494,1.0
62,1993-04-29,43.875,43.96875,43.625,43.96875,25.5764102935791,85000,44.37276785714285,-0.2625893642878694,42.432484242949286,24.814707322248637,-63.333333333333336,3335404.4348298777,-64.28571428571428,-72.34042553191485,1.0
63,1993-04-30,44.125,44.28125,44.03125,44.03125,25.612773895263672,88500,44.31026785714285,-0.2514388137762182,43.64621778285011,25.331848111628,-60.0,3246904.4348298777,-64.28571428571429,-30.68122724909046,1.0
64,1993-05-03,44.09375,44.3125,43.90625,44.3125,25.77638053894043,80500,44.26116071428572,-0.2174013304548196,48.87036879158837,26.036599863130608,-42.10526315789474,3327404.4348298777,-57.14285714285715,-15.150024594196683,1.0
65,1993-05-04,44.40625,44.625,44.34375,44.46875,25.86727523803711,149100,44.22767857142857,-0.1757918910382869,51.55716298126944,25.621309091586365,-33.333333333333336,3310837.768163211,-50.0,40.59620596205823,1.0
66,1993-05-05,44.46875,44.75,44.46875,44.59375,25.939987182617188,109000,44.203125,-0.1312170665263181,53.6553121992224,24.84459012709267,-26.31578947368421,3298726.6570521,-42.85714285714286,69.90553306342773,1.0
67,1993-05-06,44.53125,44.5625,44.40625,44.4375,25.84909439086914,54700,44.16741071428572,-0.1072628072474159,50.6993177534164,24.269109702320804,-35.08771929824562,3265906.6570521,-35.71428571428571,57.61689291101198,1.0
68,1993-05-07,44.46875,44.46875,44.28125,44.34375,25.794553756713867,68000,44.13839285714285,-0.0947514894961685,48.95655732009027,24.02613885965097,-27.659574468085108,3243239.9903854337,49.99999999999999,47.863247863249576,1.0
69,1993-05-10,44.40625,44.6875,44.40625,44.4375,25.84909439086914,113900,44.13169642857143,-0.076390753485974,50.77866342047085,23.070292006358844,-21.27659574468085,3154651.1014965447,50.0,80.4368471035149,1.0
70,1993-05-11,44.4375,44.625,44.3125,44.625,25.958131790161133,42600,44.140625,-0.0461777466006552,54.29290792965001,22.422520133497123,-8.51063829787234,3197251.1014965447,78.57142857142857,82.08037825059164,1.0
71,1993-05-12,44.4375,44.59375,44.4375,44.5625,25.92179107666016,31000,44.18526785714285,-0.0269661002192691,52.93617441404066,21.82101768012552,-12.76595744680851,3215851.1014965447,78.57142857142858,73.75745526838983,1.0
72,1993-05-13,44.375,44.375,44.0,44.03125,25.612773895263672,129100,44.205357142857146,-0.0539858519122731,43.081433605679855,22.300496769250493,-48.93617021276596,3108267.768163211,78.57142857142857,-14.536340852129417,1.0
